	taxid_a	taxid_b	protein_a	protein_b	int_type	d_method	pubmedid	source_db	conf_score	id	ipr_a	ipr_b	go_a	go_b	a_remapped_from	b_remapped_from
305	177416	9606	Q5NFY4	P08579	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P08579Q5NFY4two hybrid pooling approach		['IPR000504', 'IPR034562', 'IPR034564', 'IPR035979']		['GO:0000398', 'GO:0001650', 'GO:0003676', 'GO:0003723', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005681', 'GO:0005685', 'GO:0005686', 'GO:0006397', 'GO:0008380', 'GO:0016607', 'GO:0030529', 'GO:0030532', 'GO:0030619', 'GO:0035614', 'GO:0070990', 'GO:0071013']	Q5NFY4	
306	177416	9606	Q5NGZ2	P08621	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P08621Q5NGZ2two hybrid pooling approach	['IPR001100', 'IPR004099', 'IPR016156', 'IPR023753', 'IPR036188']	['IPR000504', 'IPR022023', 'IPR034143', 'IPR035979']	['GO:0003957', 'GO:0005623', 'GO:0009055', 'GO:0016491', 'GO:0022900', 'GO:0045454', 'GO:0050660', 'GO:0055114', 'GO:1902600']	['GO:0000243', 'GO:0000398', 'GO:0003676', 'GO:0003723', 'GO:0003729', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005681', 'GO:0005685', 'GO:0005737', 'GO:0006397', 'GO:0008380', 'GO:0016607', 'GO:0030529', 'GO:0030619', 'GO:0043462', 'GO:0043484', 'GO:0048026', 'GO:0061084', 'GO:0071004', 'GO:0071011', 'GO:0071300', 'GO:0071356', 'GO:0071560', 'GO:1904715', 'GO:1990446']		
307	177416	9606	Q5NIJ3	Q13761	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q13761Q5NIJ3two hybrid pooling approach	['IPR003952', 'IPR003953', 'IPR011281', 'IPR014006', 'IPR015939', 'IPR027477', 'IPR036188', 'IPR037099']	['IPR000040', 'IPR008967', 'IPR012346', 'IPR013524', 'IPR013711', 'IPR016554', 'IPR027384']	['GO:0005886', 'GO:0006099', 'GO:0008177', 'GO:0016020', 'GO:0016491', 'GO:0016627', 'GO:0022900', 'GO:0050660', 'GO:0055114']	['GO:0000122', 'GO:0000790', 'GO:0000977', 'GO:0000981', 'GO:0001503', 'GO:0002062', 'GO:0003677', 'GO:0003700', 'GO:0005515', 'GO:0005524', 'GO:0005634', 'GO:0005654', 'GO:0005730', 'GO:0005737', 'GO:0005829', 'GO:0006351', 'GO:0006355', 'GO:0006357', 'GO:0006366', 'GO:0006468', 'GO:0030097', 'GO:0043231', 'GO:0045595', 'GO:0045786', 'GO:0045893', 'GO:0048935', 'GO:0050680', 'GO:0071559']		
308	177416	9606	Q5NF75	O00560	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500O00560Q5NF75two hybrid pooling approach	['IPR006424', 'IPR020828', 'IPR020829', 'IPR020830', 'IPR020831', 'IPR036291']	['IPR001478', 'IPR030528', 'IPR036034']	['GO:0006006', 'GO:0016491', 'GO:0016620', 'GO:0050661', 'GO:0051287', 'GO:0055114']	['GO:0002091', 'GO:0005109', 'GO:0005137', 'GO:0005515', 'GO:0005546', 'GO:0005576', 'GO:0005615', 'GO:0005634', 'GO:0005654', 'GO:0005737', 'GO:0005783', 'GO:0005789', 'GO:0005829', 'GO:0005856', 'GO:0005886', 'GO:0005895', 'GO:0005912', 'GO:0005925', 'GO:0006612', 'GO:0006930', 'GO:0007268', 'GO:0007346', 'GO:0008093', 'GO:0008284', 'GO:0008289', 'GO:0010718', 'GO:0010862', 'GO:0016020', 'GO:0030036', 'GO:0030054', 'GO:0030307', 'GO:0030335', 'GO:0030511', 'GO:0031965', 'GO:0032435', 'GO:0035556', 'GO:0035578', 'GO:0042327', 'GO:0042470', 'GO:0042802', 'GO:0043231', 'GO:0043312', 'GO:0045121', 'GO:0045296', 'GO:0045545', 'GO:0046330', 'GO:0046982', 'GO:0047485', 'GO:0048013', 'GO:0070062', 'GO:0072562', 'GO:1903543', 'GO:1903553', 'GO:1903561']		
309	177416	9606	Q5NEB3	O15127	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500O15127Q5NEB3two hybrid pooling approach	['IPR004812', 'IPR011701', 'IPR020846', 'IPR036259']	['IPR007273']	['GO:0006855', 'GO:0015238', 'GO:0016020', 'GO:0016021', 'GO:0055085']	['GO:0005515', 'GO:0005768', 'GO:0005794', 'GO:0006892', 'GO:0015031', 'GO:0016020', 'GO:0016021', 'GO:0030133', 'GO:0032588', 'GO:0043231', 'GO:0055038', 'GO:0070062']		
310	177416	9606	Q5NI89	O00560	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500O00560Q5NI89two hybrid pooling approach	['IPR002313', 'IPR004364', 'IPR004365', 'IPR006195', 'IPR012340', 'IPR018149', 'IPR034762']	['IPR001478', 'IPR030528', 'IPR036034']	['GO:0000166', 'GO:0000287', 'GO:0003676', 'GO:0004812', 'GO:0004824', 'GO:0005524', 'GO:0005737', 'GO:0006412', 'GO:0006418', 'GO:0006430', 'GO:0016874', 'GO:0046872']	['GO:0002091', 'GO:0005109', 'GO:0005137', 'GO:0005515', 'GO:0005546', 'GO:0005576', 'GO:0005615', 'GO:0005634', 'GO:0005654', 'GO:0005737', 'GO:0005783', 'GO:0005789', 'GO:0005829', 'GO:0005856', 'GO:0005886', 'GO:0005895', 'GO:0005912', 'GO:0005925', 'GO:0006612', 'GO:0006930', 'GO:0007268', 'GO:0007346', 'GO:0008093', 'GO:0008284', 'GO:0008289', 'GO:0010718', 'GO:0010862', 'GO:0016020', 'GO:0030036', 'GO:0030054', 'GO:0030307', 'GO:0030335', 'GO:0030511', 'GO:0031965', 'GO:0032435', 'GO:0035556', 'GO:0035578', 'GO:0042327', 'GO:0042470', 'GO:0042802', 'GO:0043231', 'GO:0043312', 'GO:0045121', 'GO:0045296', 'GO:0045545', 'GO:0046330', 'GO:0046982', 'GO:0047485', 'GO:0048013', 'GO:0070062', 'GO:0072562', 'GO:1903543', 'GO:1903553', 'GO:1903561']		
311	177416	9606	Q5NI56	O43765	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500O43765Q5NI56two hybrid pooling approach	['IPR001708', 'IPR019998', 'IPR028053', 'IPR028055']	['IPR001440', 'IPR011990', 'IPR013026', 'IPR019734', 'IPR032374']	['GO:0005886', 'GO:0015031', 'GO:0016020', 'GO:0016021', 'GO:0051205']	['GO:0005515', 'GO:0005634', 'GO:0005737', 'GO:0005829', 'GO:0016020', 'GO:0016032', 'GO:0030433', 'GO:0043621', 'GO:1903070', 'GO:1903071', 'GO:1904288', 'GO:2000059']		
312	177416	9606	Q5NIJ3	Q9BRV8	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NIJ3Q9BRV8two hybrid pooling approach	['IPR003952', 'IPR003953', 'IPR011281', 'IPR014006', 'IPR015939', 'IPR027477', 'IPR036188', 'IPR037099']	['IPR008555']	['GO:0005886', 'GO:0006099', 'GO:0008177', 'GO:0016020', 'GO:0016491', 'GO:0016627', 'GO:0022900', 'GO:0050660', 'GO:0055114']	['GO:0005515', 'GO:0005737', 'GO:0005829', 'GO:0017048', 'GO:0019901']		
313	177416	9606	Q5NID2	Q9H2G2	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NID2Q9H2G2two hybrid pooling approach	['IPR007120', 'IPR007121', 'IPR007641', 'IPR007642', 'IPR007644', 'IPR007645', 'IPR010243', 'IPR014724', 'IPR015712', 'IPR019462', 'IPR037033']	['IPR000719', 'IPR001943', 'IPR008271', 'IPR011009', 'IPR017441', 'IPR022165']	['GO:0003677', 'GO:0003899', 'GO:0006351', 'GO:0016740', 'GO:0016779', 'GO:0032549']	['GO:0000166', 'GO:0004672', 'GO:0004674', 'GO:0005515', 'GO:0005524', 'GO:0005737', 'GO:0006468', 'GO:0006915', 'GO:0007346', 'GO:0016301', 'GO:0016310', 'GO:0016740', 'GO:0023014', 'GO:0030334', 'GO:0031098', 'GO:0031122', 'GO:0031252', 'GO:0032147', 'GO:0042802', 'GO:0042803', 'GO:0042981', 'GO:0045296', 'GO:0046777', 'GO:0048471', 'GO:0051893', 'GO:0070062']		
314	177416	9606	Q5NEH0	Q9BYB0	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NEH0Q9BYB0two hybrid pooling approach	['IPR002082', 'IPR006130', 'IPR006131', 'IPR006132', 'IPR036901']	['IPR001452', 'IPR001478', 'IPR001660', 'IPR002110', 'IPR013761', 'IPR020683', 'IPR032425', 'IPR036028', 'IPR036034', 'IPR036770']	['GO:0004070', 'GO:0006207', 'GO:0006520', 'GO:0016597', 'GO:0016740', 'GO:0016743']	['GO:0000165', 'GO:0003779', 'GO:0005515', 'GO:0005737', 'GO:0005829', 'GO:0005886', 'GO:0007411', 'GO:0007416', 'GO:0007612', 'GO:0007613', 'GO:0008022', 'GO:0008270', 'GO:0014069', 'GO:0016020', 'GO:0017124', 'GO:0021773', 'GO:0030054', 'GO:0030160', 'GO:0030534', 'GO:0032232', 'GO:0035176', 'GO:0035255', 'GO:0042297', 'GO:0042995', 'GO:0043005', 'GO:0043197', 'GO:0043621', 'GO:0044309', 'GO:0045202', 'GO:0045211', 'GO:0045794', 'GO:0048170', 'GO:0048854', 'GO:0051835', 'GO:0051968', 'GO:0060170', 'GO:0060997', 'GO:0060999', 'GO:0061001', 'GO:0071625', 'GO:0097107', 'GO:0097110', 'GO:0097113', 'GO:0097114', 'GO:0097117', 'GO:1900271', 'GO:1900273', 'GO:1900451', 'GO:1900452', 'GO:2000463', 'GO:2000969']		
315	177416	9606	Q5NGI2	Q9Y286	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NGI2Q9Y286two hybrid pooling approach	['IPR001247', 'IPR002381', 'IPR015847', 'IPR018336', 'IPR020568', 'IPR027408', 'IPR036345']	['IPR003598', 'IPR003599', 'IPR007110', 'IPR013106', 'IPR013783', 'IPR036179']	['GO:0000049', 'GO:0008033', 'GO:0009022', 'GO:0016740', 'GO:0016779']	['GO:0004872', 'GO:0005886', 'GO:0005887', 'GO:0007155', 'GO:0016020', 'GO:0016021', 'GO:0030246', 'GO:0050776']		
316	177416	9606	Q5NGV7	Q99961	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NGV7Q99961two hybrid pooling approach	['IPR000763', 'IPR002016', 'IPR010255', 'IPR019793', 'IPR019794']	['IPR001452', 'IPR004148', 'IPR027267', 'IPR028501', 'IPR035824', 'IPR036028']	['GO:0004096', 'GO:0004601', 'GO:0005576', 'GO:0006979', 'GO:0016491', 'GO:0020037', 'GO:0042597', 'GO:0042744', 'GO:0046872', 'GO:0055114', 'GO:0098869']	['GO:0002102', 'GO:0005515', 'GO:0005737', 'GO:0005768', 'GO:0005829', 'GO:0006897', 'GO:0007165', 'GO:0007417', 'GO:0008289', 'GO:0016020', 'GO:0016191', 'GO:0019902', 'GO:0030054', 'GO:0031901', 'GO:0042802', 'GO:0042995', 'GO:0045202', 'GO:0045296', 'GO:0051020']		
317	177416	9606	Q5NEU6	O15357	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500O15357Q5NEU6two hybrid pooling approach	['IPR001623', 'IPR002939', 'IPR008971', 'IPR018253', 'IPR036869']	['IPR000300', 'IPR000980', 'IPR001660', 'IPR005135', 'IPR013761', 'IPR036691', 'IPR036860']	['GO:0006457', 'GO:0051082']	['GO:0001958', 'GO:0002376', 'GO:0003779', 'GO:0005515', 'GO:0005737', 'GO:0005794', 'GO:0005829', 'GO:0005856', 'GO:0005886', 'GO:0006006', 'GO:0006661', 'GO:0006897', 'GO:0007015', 'GO:0007155', 'GO:0008285', 'GO:0009791', 'GO:0010629', 'GO:0016020', 'GO:0016787', 'GO:0017124', 'GO:0030027', 'GO:0030175', 'GO:0032868', 'GO:0034485', 'GO:0042169', 'GO:0042995', 'GO:0043647', 'GO:0044255', 'GO:0046856', 'GO:0052659', 'GO:0097178']		
318	177416	9606	Q5NF31	Q99961	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NF31Q99961two hybrid pooling approach	['IPR006027', 'IPR011605', 'IPR035926']	['IPR001452', 'IPR004148', 'IPR027267', 'IPR028501', 'IPR035824', 'IPR036028']	['GO:0003723', 'GO:0006351', 'GO:0006353', 'GO:0006355', 'GO:0031564']	['GO:0002102', 'GO:0005515', 'GO:0005737', 'GO:0005768', 'GO:0005829', 'GO:0006897', 'GO:0007165', 'GO:0007417', 'GO:0008289', 'GO:0016020', 'GO:0016191', 'GO:0019902', 'GO:0030054', 'GO:0031901', 'GO:0042802', 'GO:0042995', 'GO:0045202', 'GO:0045296', 'GO:0051020']		
319	177416	9606	Q5NF50	Q12872	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q12872Q5NF50two hybrid pooling approach	['IPR006697', 'IPR011335', 'IPR027417']	['IPR000061', 'IPR019147', 'IPR035967']	['GO:0000166', 'GO:0000724', 'GO:0003677', 'GO:0004003', 'GO:0004386', 'GO:0004518', 'GO:0004527', 'GO:0005524', 'GO:0006281', 'GO:0006974', 'GO:0008854', 'GO:0009338', 'GO:0016787', 'GO:0032508', 'GO:0090305']	['GO:0000380', 'GO:0000395', 'GO:0003723', 'GO:0005515', 'GO:0005634', 'GO:0006351', 'GO:0006355', 'GO:0006396', 'GO:0006397', 'GO:0008380', 'GO:0048025']		
320	177416	9606	Q5NFN3	O75533	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500O75533Q5NFN3two hybrid pooling approach	['IPR012337', 'IPR013520', 'IPR013620', 'IPR023607', 'IPR034747', 'IPR034748', 'IPR036397']	['IPR011989', 'IPR015016', 'IPR016024']	['GO:0003676', 'GO:0004518', 'GO:0004527', 'GO:0004529', 'GO:0006281', 'GO:0006974', 'GO:0008852', 'GO:0016787', 'GO:0046872', 'GO:0090305']	['GO:0000245', 'GO:0000375', 'GO:0000398', 'GO:0003723', 'GO:0003729', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005681', 'GO:0005686', 'GO:0005689', 'GO:0006397', 'GO:0008380', 'GO:0016607', 'GO:0034693', 'GO:0045815', 'GO:0071004', 'GO:0071013']		
321	177416	9606	Q5NIP5	Q96BR1	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NIP5Q96BR1two hybrid pooling approach	['IPR003789', 'IPR004413', 'IPR006075', 'IPR014746', 'IPR017958', 'IPR017959', 'IPR018027', 'IPR023168']	['IPR000719', 'IPR000961', 'IPR001683', 'IPR008271', 'IPR011009', 'IPR017441', 'IPR017892', 'IPR036871']	['GO:0000166', 'GO:0003824', 'GO:0005524', 'GO:0006412', 'GO:0016874', 'GO:0016884']	['GO:0000166', 'GO:0001558', 'GO:0004672', 'GO:0004674', 'GO:0005246', 'GO:0005515', 'GO:0005524', 'GO:0005768', 'GO:0005769', 'GO:0005829', 'GO:0006468', 'GO:0006950', 'GO:0015459', 'GO:0016301', 'GO:0016310', 'GO:0016740', 'GO:0017080', 'GO:0017081', 'GO:0018105', 'GO:0030334', 'GO:0031410', 'GO:0032411', 'GO:0034220', 'GO:0035091', 'GO:0035556', 'GO:0042127', 'GO:0042981', 'GO:0051090', 'GO:0055037']		
322	177416	9606	Q5NGF2	P84103	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P84103Q5NGF2two hybrid pooling approach	['IPR004733', 'IPR010918', 'IPR016188', 'IPR036676', 'IPR036921']	['IPR000504', 'IPR035979']	['GO:0000166', 'GO:0004641', 'GO:0005524', 'GO:0005737', 'GO:0006164', 'GO:0006189', 'GO:0016874']	['GO:0000398', 'GO:0003676', 'GO:0003723', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005737', 'GO:0006369', 'GO:0006397', 'GO:0006405', 'GO:0006406', 'GO:0008380', 'GO:0016607', 'GO:0031124', 'GO:0043274', 'GO:0048024', 'GO:0051028', 'GO:1990825', 'GO:1990830']		
323	177416	9606	Q5NGI2	Q12872	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q12872Q5NGI2two hybrid pooling approach	['IPR001247', 'IPR002381', 'IPR015847', 'IPR018336', 'IPR020568', 'IPR027408', 'IPR036345']	['IPR000061', 'IPR019147', 'IPR035967']	['GO:0000049', 'GO:0008033', 'GO:0009022', 'GO:0016740', 'GO:0016779']	['GO:0000380', 'GO:0000395', 'GO:0003723', 'GO:0005515', 'GO:0005634', 'GO:0006351', 'GO:0006355', 'GO:0006396', 'GO:0006397', 'GO:0008380', 'GO:0048025']		
324	177416	9606	Q5NF31	Q9UBV2	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NF31Q9UBV2two hybrid pooling approach	['IPR006027', 'IPR011605', 'IPR035926']	['IPR000562', 'IPR006597', 'IPR013806', 'IPR036943']	['GO:0003723', 'GO:0006351', 'GO:0006353', 'GO:0006355', 'GO:0031564']	['GO:0000836', 'GO:0000839', 'GO:0005515', 'GO:0005783', 'GO:0005789', 'GO:0006641', 'GO:0007219', 'GO:0009306', 'GO:0016020', 'GO:0016021', 'GO:0030433', 'GO:0030970', 'GO:0034976', 'GO:0036503', 'GO:0036513', 'GO:0044322', 'GO:0050821', 'GO:0055085', 'GO:1904380']		
325	177416	9606	Q5NEX2	O75533	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500O75533Q5NEX2two hybrid pooling approach	['IPR004660', 'IPR005474', 'IPR009014', 'IPR029061', 'IPR035807']	['IPR011989', 'IPR015016', 'IPR016024']	['GO:0003824', 'GO:0004739', 'GO:0008152', 'GO:0016491', 'GO:0055114']	['GO:0000245', 'GO:0000375', 'GO:0000398', 'GO:0003723', 'GO:0003729', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005681', 'GO:0005686', 'GO:0005689', 'GO:0006397', 'GO:0008380', 'GO:0016607', 'GO:0034693', 'GO:0045815', 'GO:0071004', 'GO:0071013']		
326	177416	9606	Q5NGZ7	Q13435	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q13435Q5NGZ7two hybrid pooling approach	['IPR004396', 'IPR006073', 'IPR012675', 'IPR012676', 'IPR013029', 'IPR023192', 'IPR027417', 'IPR031167']	['IPR003034', 'IPR006568', 'IPR007180', 'IPR011989', 'IPR036361']	['GO:0000166', 'GO:0005524', 'GO:0005525', 'GO:0016887', 'GO:0043022', 'GO:0043023']	['GO:0000398', 'GO:0003723', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005681', 'GO:0005684', 'GO:0005686', 'GO:0005689', 'GO:0006397', 'GO:0008380', 'GO:0016032', 'GO:0016607', 'GO:0071011', 'GO:0071013']		
327	177416	9606	Q5NIJ3	Q14242	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q14242Q5NIJ3two hybrid pooling approach	['IPR003952', 'IPR003953', 'IPR011281', 'IPR014006', 'IPR015939', 'IPR027477', 'IPR036188', 'IPR037099']	['IPR026195']	['GO:0005886', 'GO:0006099', 'GO:0008177', 'GO:0016020', 'GO:0016491', 'GO:0016627', 'GO:0022900', 'GO:0050660', 'GO:0055114']	['GO:0001618', 'GO:0001931', 'GO:0005102', 'GO:0005515', 'GO:0005886', 'GO:0005887', 'GO:0007155', 'GO:0016020', 'GO:0016021', 'GO:0016032', 'GO:0044853', 'GO:0046718', 'GO:0050900', 'GO:0050901', 'GO:0050902', 'GO:0071354']		
328	177416	9606	Q5NEC0	Q7Z591	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NEC0Q7Z591two hybrid pooling approach	['IPR010073', 'IPR010918', 'IPR017926', 'IPR029062', 'IPR036604', 'IPR036676', 'IPR036921']	['IPR022150']	['GO:0000166', 'GO:0004642', 'GO:0005524', 'GO:0005737', 'GO:0006164', 'GO:0006189', 'GO:0006541', 'GO:0016874', 'GO:0046872']	['GO:0000978', 'GO:0001077', 'GO:0001650', 'GO:0003677', 'GO:0005634', 'GO:0005654', 'GO:0005813', 'GO:0005829', 'GO:0006351', 'GO:0006355', 'GO:0006366', 'GO:0016020', 'GO:0043231', 'GO:0045944']		
329	177416	9606	Q5NEC0	Q08117	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q08117Q5NEC0two hybrid pooling approach	['IPR010073', 'IPR010918', 'IPR017926', 'IPR029062', 'IPR036604', 'IPR036676', 'IPR036921']	['IPR005617']	['GO:0000166', 'GO:0004642', 'GO:0005524', 'GO:0005737', 'GO:0006164', 'GO:0006189', 'GO:0006541', 'GO:0016874', 'GO:0046872']	['GO:0000122', 'GO:0001501', 'GO:0003714', 'GO:0005515', 'GO:0005634', 'GO:0006351', 'GO:0006355', 'GO:0006357', 'GO:0007275', 'GO:0009887', 'GO:0010629', 'GO:0016055', 'GO:0031668', 'GO:0032091', 'GO:0040008', 'GO:0045892', 'GO:0060761', 'GO:0070555', 'GO:0090090', 'GO:2000210']		
330	177416	9606	Q5NFY4	Q9Y6A1	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NFY4Q9Y6A1two hybrid pooling approach		['IPR003342', 'IPR016093', 'IPR027005', 'IPR032421', 'IPR036300']		['GO:0000030', 'GO:0001669', 'GO:0004169', 'GO:0005783', 'GO:0005789', 'GO:0005975', 'GO:0006486', 'GO:0006493', 'GO:0007275', 'GO:0016020', 'GO:0016021', 'GO:0016529', 'GO:0016740', 'GO:0016757', 'GO:0030198', 'GO:0035269', 'GO:0046872', 'GO:0071712', 'GO:0097502', 'GO:1904100']	Q5NFY4	
331	177416	9606	Q5NFM0	P68104	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P68104Q5NFM0two hybrid pooling approach	['IPR000150', 'IPR006379', 'IPR023214', 'IPR036412']	['IPR000795', 'IPR004160', 'IPR004161', 'IPR004539', 'IPR009000', 'IPR009001', 'IPR027417', 'IPR031157']	['GO:0016787']	['GO:0000049', 'GO:0000166', 'GO:0003723', 'GO:0003746', 'GO:0003924', 'GO:0005515', 'GO:0005516', 'GO:0005525', 'GO:0005576', 'GO:0005615', 'GO:0005634', 'GO:0005730', 'GO:0005737', 'GO:0005829', 'GO:0005853', 'GO:0005886', 'GO:0006351', 'GO:0006355', 'GO:0006412', 'GO:0006414', 'GO:0006479', 'GO:0016020', 'GO:0019901', 'GO:0030864', 'GO:0032587', 'GO:0034774', 'GO:0043209', 'GO:0043312', 'GO:0070062', 'GO:0071364', 'GO:0098574', 'GO:1904714', 'GO:1904813']		
332	177416	9606	Q5NEC0	Q13011	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q13011Q5NEC0two hybrid pooling approach	['IPR010073', 'IPR010918', 'IPR017926', 'IPR029062', 'IPR036604', 'IPR036676', 'IPR036921']	['IPR001753', 'IPR014748', 'IPR018376', 'IPR029045']	['GO:0000166', 'GO:0004642', 'GO:0005524', 'GO:0005737', 'GO:0006164', 'GO:0006189', 'GO:0006541', 'GO:0016874', 'GO:0046872']	['GO:0003824', 'GO:0005102', 'GO:0005515', 'GO:0005739', 'GO:0005777', 'GO:0006629', 'GO:0006631', 'GO:0006635', 'GO:0008152', 'GO:0016020', 'GO:0016853', 'GO:0070062']		
333	177416	9606	Q5NIL8	Q9NTX5	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NIL8Q9NTX5two hybrid pooling approach	['IPR003029', 'IPR004087', 'IPR009019', 'IPR010213', 'IPR010214', 'IPR010995', 'IPR012340', 'IPR013735', 'IPR015946', 'IPR022967', 'IPR025249', 'IPR030842', 'IPR036555']	['IPR001753', 'IPR018376', 'IPR029045']	['GO:0000166', 'GO:0003676', 'GO:0003700', 'GO:0003723', 'GO:0005737', 'GO:0006351', 'GO:0006353', 'GO:0006355', 'GO:0031554', 'GO:0031564']	['GO:0003824', 'GO:0004300', 'GO:0004492', 'GO:0005737', 'GO:0005739', 'GO:0005829', 'GO:0006635', 'GO:0008152', 'GO:0016829', 'GO:0016831', 'GO:0070062']		
334	177416	9606	Q5NHN4	Q9Y2J2	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5NHN4Q9Y2J2two hybrid pooling approach	['IPR004193', 'IPR006047', 'IPR006048', 'IPR006407', 'IPR013783', 'IPR014756', 'IPR017853', 'IPR037439']	['IPR000299', 'IPR000798', 'IPR007477', 'IPR008379', 'IPR011993', 'IPR014352', 'IPR014847', 'IPR018979', 'IPR018980', 'IPR019747', 'IPR019748', 'IPR019749', 'IPR029071', 'IPR030691', 'IPR035963']	['GO:0003824', 'GO:0003844', 'GO:0004553', 'GO:0005975', 'GO:0005977', 'GO:0005978', 'GO:0016740', 'GO:0016757', 'GO:0043169', 'GO:0102752']	['GO:0001558', 'GO:0002175', 'GO:0003779', 'GO:0005198', 'GO:0005200', 'GO:0005515', 'GO:0005737', 'GO:0005829', 'GO:0005856', 'GO:0005886', 'GO:0005911', 'GO:0006915', 'GO:0007010', 'GO:0007016', 'GO:0008092', 'GO:0008150', 'GO:0008360', 'GO:0014069', 'GO:0016020', 'GO:0030054', 'GO:0030673', 'GO:0030865', 'GO:0030866', 'GO:0030913', 'GO:0031032', 'GO:0033270', 'GO:0043217', 'GO:0044224', 'GO:0048812', 'GO:0071205', 'GO:0072659']		
335	177416	9606	Q5NHX5	P40939	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P40939Q5NHX5two hybrid pooling approach	['IPR000374']	['IPR001753', 'IPR006108', 'IPR006176', 'IPR006180', 'IPR008927', 'IPR012803', 'IPR013328', 'IPR018376', 'IPR029045', 'IPR036291']	['GO:0004605', 'GO:0016020', 'GO:0016021', 'GO:0016024', 'GO:0016740', 'GO:0016772', 'GO:0016779']	['GO:0000062', 'GO:0003824', 'GO:0003857', 'GO:0003985', 'GO:0003988', 'GO:0004300', 'GO:0005515', 'GO:0005739', 'GO:0005743', 'GO:0006629', 'GO:0006631', 'GO:0006635', 'GO:0008152', 'GO:0016491', 'GO:0016507', 'GO:0016508', 'GO:0016509', 'GO:0016829', 'GO:0031012', 'GO:0032403', 'GO:0032868', 'GO:0035965', 'GO:0042493', 'GO:0042645', 'GO:0051287', 'GO:0055114']		
336	177416	9606	Q5NF27	P30084	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P30084Q5NF27two hybrid pooling approach	['IPR005123', 'IPR006620']	['IPR001753', 'IPR014748', 'IPR018376', 'IPR029045']	['GO:0005506', 'GO:0016491', 'GO:0016705', 'GO:0031418', 'GO:0055114']	['GO:0003824', 'GO:0004300', 'GO:0005515', 'GO:0005739', 'GO:0005759', 'GO:0006629', 'GO:0006631', 'GO:0006635', 'GO:0008152', 'GO:0016829', 'GO:0070062']		
337	177416	9606	Q5NET8	P51808	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P51808Q5NET8two hybrid pooling approach	['IPR001650', 'IPR003593', 'IPR007502', 'IPR010222', 'IPR011545', 'IPR011709', 'IPR014001', 'IPR024590', 'IPR027417']	['IPR005334']	['GO:0003676', 'GO:0004004', 'GO:0004386', 'GO:0005524', 'GO:0016787']	['GO:0000775', 'GO:0000776', 'GO:0000777', 'GO:0003774', 'GO:0005515', 'GO:0005634', 'GO:0005694', 'GO:0005737', 'GO:0005856', 'GO:0005868', 'GO:0005874', 'GO:0007049', 'GO:0007346', 'GO:0030286', 'GO:0042802', 'GO:0045931', 'GO:0051301', 'GO:0061673']		
