	taxid_a	taxid_b	protein_a	protein_b	int_type	d_method	pubmedid	source_db	conf_score	id	ipr_a	ipr_b	go_a	go_b	a_remapped_from	b_remapped_from
475	632	9606	Q7CGI0	Q7Z3K3	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q7CGI0Q7Z3K3two hybrid pooling approach	['IPR006311', 'IPR008972', 'IPR011706', 'IPR011707', 'IPR026589']	['IPR004875', 'IPR006600', 'IPR009057', 'IPR013087', 'IPR036236']	['GO:0005507', 'GO:0007049', 'GO:0016491', 'GO:0030288', 'GO:0042597', 'GO:0043093', 'GO:0051301', 'GO:0055114']	['GO:0000790', 'GO:0003676', 'GO:0003677', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005694', 'GO:0005737', 'GO:0005829', 'GO:0007049', 'GO:0007064', 'GO:0046872', 'GO:0051301', 'GO:0051382']		
476	632	9606	Q7CGF2	Q2NL98	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q2NL98Q7CGF2two hybrid pooling approach	['IPR030196']		['GO:0006855', 'GO:0015546', 'GO:0016020', 'GO:0016021', 'GO:1902599']	['GO:0005737']		Q2NL98
477	632	9606	Q8ZAN0	P30048	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P30048Q8ZAN0two hybrid pooling approach	['IPR001753', 'IPR006108', 'IPR006176', 'IPR006180', 'IPR008927', 'IPR012799', 'IPR013328', 'IPR018376', 'IPR029045', 'IPR036291']	['IPR000866', 'IPR013766', 'IPR019479', 'IPR024706', 'IPR036249']	['GO:0003824', 'GO:0003857', 'GO:0004165', 'GO:0004300', 'GO:0006629', 'GO:0006631', 'GO:0006635', 'GO:0008152', 'GO:0008692', 'GO:0009062', 'GO:0016042', 'GO:0016491', 'GO:0016829', 'GO:0016853', 'GO:0036125', 'GO:0055114']	['GO:0001893', 'GO:0004601', 'GO:0005515', 'GO:0005737', 'GO:0005739', 'GO:0005759', 'GO:0005769', 'GO:0005829', 'GO:0006915', 'GO:0006979', 'GO:0007005', 'GO:0008022', 'GO:0008284', 'GO:0008379', 'GO:0008785', 'GO:0016209', 'GO:0016491', 'GO:0018171', 'GO:0019900', 'GO:0019901', 'GO:0030099', 'GO:0032496', 'GO:0033673', 'GO:0034599', 'GO:0034614', 'GO:0042542', 'GO:0042744', 'GO:0042802', 'GO:0043027', 'GO:0043066', 'GO:0043154', 'GO:0043209', 'GO:0043234', 'GO:0045454', 'GO:0051092', 'GO:0051881', 'GO:0051920', 'GO:0055114', 'GO:0070062', 'GO:0098869', 'GO:0008385']		
478	632	9606	Q9X6B6	Q7Z3K3	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q7Z3K3Q9X6B6two hybrid pooling approach	['IPR006311', 'IPR006655', 'IPR006656', 'IPR006657', 'IPR006963', 'IPR009010', 'IPR011888', 'IPR027467']	['IPR004875', 'IPR006600', 'IPR009057', 'IPR013087', 'IPR036236']	['GO:0009055', 'GO:0009389', 'GO:0016491', 'GO:0022900', 'GO:0030151', 'GO:0043546', 'GO:0046872', 'GO:0051536', 'GO:0051539', 'GO:0055114']	['GO:0000790', 'GO:0003676', 'GO:0003677', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005694', 'GO:0005737', 'GO:0005829', 'GO:0007049', 'GO:0007064', 'GO:0046872', 'GO:0051301', 'GO:0051382']		
479	632	9606	Q7CG91	Q8TF05	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q7CG91Q8TF05two hybrid pooling approach	['IPR008312']	['IPR000357', 'IPR011989', 'IPR016024', 'IPR021133', 'IPR031087', 'IPR033461']		['GO:0005515', 'GO:0006468', 'GO:0006470', 'GO:0007165', 'GO:0019888', 'GO:0030289', 'GO:0043666', 'GO:0050790', 'GO:0004721']	Q7CG91	
480	632	9606	Q7CHI6	P62140	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P62140Q7CHI6two hybrid pooling approach	['IPR000103', 'IPR005982', 'IPR008255', 'IPR023753', 'IPR036188']	['IPR004843', 'IPR006186', 'IPR029052', 'IPR031675']	['GO:0004791', 'GO:0005737', 'GO:0016491', 'GO:0019430', 'GO:0055114']	['GO:0000086', 'GO:0004721', 'GO:0004722', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005730', 'GO:0005737', 'GO:0005829', 'GO:0005886', 'GO:0005925', 'GO:0005975', 'GO:0005977', 'GO:0006470', 'GO:0007049', 'GO:0016787', 'GO:0016791', 'GO:0017018', 'GO:0019901', 'GO:0030155', 'GO:0032922', 'GO:0042752', 'GO:0043153', 'GO:0046872', 'GO:0048511', 'GO:0050115', 'GO:0051301', 'GO:0070062', 'GO:0072357', 'GO:0000784']		
481	632	9606	Q8D0C8	Q7Z3K3	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q7Z3K3Q8D0C8two hybrid pooling approach	['IPR004839', 'IPR015421', 'IPR015422', 'IPR015424']	['IPR004875', 'IPR006600', 'IPR009057', 'IPR013087', 'IPR036236']	['GO:0003824', 'GO:0008483', 'GO:0009058', 'GO:0016740', 'GO:0030170']	['GO:0000790', 'GO:0003676', 'GO:0003677', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005694', 'GO:0005737', 'GO:0005829', 'GO:0007049', 'GO:0007064', 'GO:0046872', 'GO:0051301', 'GO:0051382']		
482	632	9606	Q8D1C8	P30041	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P30041Q8D1C8two hybrid pooling approach	['IPR003033', 'IPR016830', 'IPR036527']	['IPR000866', 'IPR013766', 'IPR019479', 'IPR024706', 'IPR036249']		['GO:0003824', 'GO:0004601', 'GO:0004602', 'GO:0004623', 'GO:0005515', 'GO:0005576', 'GO:0005615', 'GO:0005634', 'GO:0005737', 'GO:0005764', 'GO:0005829', 'GO:0006629', 'GO:0006979', 'GO:0008152', 'GO:0016020', 'GO:0016042', 'GO:0016209', 'GO:0016491', 'GO:0016787', 'GO:0031625', 'GO:0034599', 'GO:0035578', 'GO:0042744', 'GO:0042803', 'GO:0043312', 'GO:0045296', 'GO:0045454', 'GO:0046475', 'GO:0047499', 'GO:0048026', 'GO:0048471', 'GO:0051920', 'GO:0055114', 'GO:0070062', 'GO:0098869', 'GO:0102567', 'GO:0102568']	Q8D1C8	
483	632	9606	Q7CJ39	P28066	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P28066Q7CJ39two hybrid pooling approach	['IPR013398']	['IPR000426', 'IPR001353', 'IPR023332', 'IPR029055', 'IPR033812']		['GO:0000165', 'GO:0000209', 'GO:0000502', 'GO:0002223', 'GO:0002479', 'GO:0004175', 'GO:0004298', 'GO:0005515', 'GO:0005576', 'GO:0005634', 'GO:0005654', 'GO:0005737', 'GO:0005829', 'GO:0005839', 'GO:0006508', 'GO:0006511', 'GO:0006521', 'GO:0008233', 'GO:0010972', 'GO:0016579', 'GO:0016787', 'GO:0019773', 'GO:0031145', 'GO:0031146', 'GO:0033209', 'GO:0034774', 'GO:0038061', 'GO:0038095', 'GO:0043161', 'GO:0043312', 'GO:0043488', 'GO:0043687', 'GO:0050852', 'GO:0051436', 'GO:0051437', 'GO:0051603', 'GO:0055085', 'GO:0060071', 'GO:0061418', 'GO:0070062', 'GO:0090090', 'GO:0090263', 'GO:1902036', 'GO:1904813']	Q7CJ39	
484	632	9606	Q8CLT3	P30048	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P30048Q8CLT3two hybrid pooling approach	['IPR010657', 'IPR017739']	['IPR000866', 'IPR013766', 'IPR019479', 'IPR024706', 'IPR036249']		['GO:0001893', 'GO:0004601', 'GO:0005515', 'GO:0005737', 'GO:0005739', 'GO:0005759', 'GO:0005769', 'GO:0005829', 'GO:0006915', 'GO:0006979', 'GO:0007005', 'GO:0008022', 'GO:0008284', 'GO:0008379', 'GO:0008785', 'GO:0016209', 'GO:0016491', 'GO:0018171', 'GO:0019900', 'GO:0019901', 'GO:0030099', 'GO:0032496', 'GO:0033673', 'GO:0034599', 'GO:0034614', 'GO:0042542', 'GO:0042744', 'GO:0042802', 'GO:0043027', 'GO:0043066', 'GO:0043154', 'GO:0043209', 'GO:0043234', 'GO:0045454', 'GO:0051092', 'GO:0051881', 'GO:0051920', 'GO:0055114', 'GO:0070062', 'GO:0098869', 'GO:0008385']	Q8CLT3	
485	632	9606	Q7CJB2	P25786	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P25786Q7CJB2two hybrid pooling approach	['IPR007411']	['IPR000426', 'IPR001353', 'IPR023332', 'IPR029055', 'IPR035144']		['GO:0000165', 'GO:0000209', 'GO:0000502', 'GO:0002223', 'GO:0002376', 'GO:0002479', 'GO:0003723', 'GO:0004175', 'GO:0004298', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005737', 'GO:0005813', 'GO:0005829', 'GO:0005839', 'GO:0005844', 'GO:0006508', 'GO:0006511', 'GO:0006521', 'GO:0008233', 'GO:0010972', 'GO:0016579', 'GO:0016787', 'GO:0019773', 'GO:0031145', 'GO:0031146', 'GO:0033209', 'GO:0038061', 'GO:0038095', 'GO:0043161', 'GO:0043488', 'GO:0043687', 'GO:0050852', 'GO:0051436', 'GO:0051437', 'GO:0051603', 'GO:0055085', 'GO:0060071', 'GO:0061418', 'GO:0070062', 'GO:0090090', 'GO:0090263', 'GO:1902036']	Q7CJB2	
486	632	9606	Q8CZK5	P30048	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P30048Q8CZK5two hybrid pooling approach	['IPR000771', 'IPR013785']	['IPR000866', 'IPR013766', 'IPR019479', 'IPR024706', 'IPR036249']	['GO:0003824', 'GO:0005975', 'GO:0008270', 'GO:0016829', 'GO:0016832', 'GO:0046872']	['GO:0001893', 'GO:0004601', 'GO:0005515', 'GO:0005737', 'GO:0005739', 'GO:0005759', 'GO:0005769', 'GO:0005829', 'GO:0006915', 'GO:0006979', 'GO:0007005', 'GO:0008022', 'GO:0008284', 'GO:0008379', 'GO:0008785', 'GO:0016209', 'GO:0016491', 'GO:0018171', 'GO:0019900', 'GO:0019901', 'GO:0030099', 'GO:0032496', 'GO:0033673', 'GO:0034599', 'GO:0034614', 'GO:0042542', 'GO:0042744', 'GO:0042802', 'GO:0043027', 'GO:0043066', 'GO:0043154', 'GO:0043209', 'GO:0043234', 'GO:0045454', 'GO:0051092', 'GO:0051881', 'GO:0051920', 'GO:0055114', 'GO:0070062', 'GO:0098869', 'GO:0008385']		
487	632	9606	Q8CLE6	Q9P2F8	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q8CLE6Q9P2F8two hybrid pooling approach		['IPR000331', 'IPR001478', 'IPR021818', 'IPR031203', 'IPR035974', 'IPR036034']		['GO:0005096', 'GO:0005515', 'GO:0005575', 'GO:0008150', 'GO:0043547', 'GO:0051056']	Q8CLE6	
488	632	9606	Q7CIF0	Q9NYI0	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q7CIF0Q9NYI0two hybrid pooling approach	['IPR003343', 'IPR008964', 'IPR014918']	['IPR000904', 'IPR001849', 'IPR011993', 'IPR023394', 'IPR035999']		['GO:0005085', 'GO:0005086', 'GO:0005886', 'GO:0014069', 'GO:0016020', 'GO:0030054', 'GO:0032012', 'GO:0032587', 'GO:0042995', 'GO:0045202', 'GO:0045211', 'GO:0065009']	Q7CIF0	
489	632	9606	Q7CGI4	Q3KP31	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q3KP31Q7CGI4two hybrid pooling approach	['IPR032816', 'IPR032818']	['IPR001909', 'IPR013083', 'IPR013087', 'IPR036051', 'IPR036236']	['GO:0016020', 'GO:0016021']	['GO:0003676', 'GO:0003677', 'GO:0005622', 'GO:0005634', 'GO:0006351', 'GO:0006355', 'GO:0046872']		
490	632	9606	Q9RI12	P17036	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P17036Q9RI12two hybrid pooling approach	['IPR000719', 'IPR003547', 'IPR008271', 'IPR011009', 'IPR019093']	['IPR001909', 'IPR013083', 'IPR013087', 'IPR036051', 'IPR036236']	['GO:0000166', 'GO:0004672', 'GO:0004674', 'GO:0005515', 'GO:0005524', 'GO:0005576', 'GO:0006468', 'GO:0009405', 'GO:0016301', 'GO:0016310', 'GO:0016740']	['GO:0003676', 'GO:0003677', 'GO:0003700', 'GO:0005515', 'GO:0005622', 'GO:0005634', 'GO:0006351', 'GO:0006355', 'GO:0007275', 'GO:0008270', 'GO:0030154', 'GO:0042802', 'GO:0045321', 'GO:0046872']		
491	632	9606	Q8ZHK5	P46939	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P46939Q8ZHK5two hybrid pooling approach	['IPR002313', 'IPR004364', 'IPR004365', 'IPR006195', 'IPR012340', 'IPR018149', 'IPR034762']	['IPR000433', 'IPR001202', 'IPR001589', 'IPR001715', 'IPR002017', 'IPR011992', 'IPR015153', 'IPR015154', 'IPR018159', 'IPR035436', 'IPR036020', 'IPR036872']	['GO:0000166', 'GO:0003676', 'GO:0004812', 'GO:0004824', 'GO:0005524', 'GO:0005737', 'GO:0006412', 'GO:0006418', 'GO:0006430', 'GO:0016874', 'GO:0046872']	['GO:0001954', 'GO:0003779', 'GO:0005178', 'GO:0005515', 'GO:0005654', 'GO:0005737', 'GO:0005856', 'GO:0005886', 'GO:0006936', 'GO:0007517', 'GO:0007528', 'GO:0008270', 'GO:0014894', 'GO:0016010', 'GO:0016020', 'GO:0017166', 'GO:0019901', 'GO:0030054', 'GO:0030175', 'GO:0030426', 'GO:0030864', 'GO:0031527', 'GO:0031594', 'GO:0042383', 'GO:0043234', 'GO:0045202', 'GO:0045211', 'GO:0046872', 'GO:0051015', 'GO:0070062', 'GO:2000649', 'GO:0070938']		
492	632	9606	Q7CH00	P31785	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P31785Q7CH00two hybrid pooling approach	['IPR001431', 'IPR007863', 'IPR011249', 'IPR011765', 'IPR032632']	['IPR003531', 'IPR003961', 'IPR013783', 'IPR015321', 'IPR036116']	['GO:0003824', 'GO:0004222', 'GO:0006508', 'GO:0008233', 'GO:0016787', 'GO:0046872']	['GO:0000165', 'GO:0004896', 'GO:0005088', 'GO:0005515', 'GO:0005768', 'GO:0005829', 'GO:0005886', 'GO:0005887', 'GO:0006955', 'GO:0007165', 'GO:0009897', 'GO:0016020', 'GO:0016021', 'GO:0016032', 'GO:0019976', 'GO:0035723', 'GO:0035771', 'GO:0038110', 'GO:0038111', 'GO:0038113', 'GO:0065009', 'GO:0004911', 'GO:0004913', 'GO:0004917']		
493	632	9606	Q7CG97	Q68DE3	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q68DE3Q7CG97two hybrid pooling approach	['IPR006533', 'IPR017847', 'IPR037026']	['IPR011598', 'IPR011990', 'IPR036638']		['GO:0000139', 'GO:0003677', 'GO:0004571', 'GO:0005634', 'GO:0005783', 'GO:0006491', 'GO:0010719', 'GO:0046983']	Q7CG97	
494	632	9606	Q7CH25	P01857	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P01857Q7CH25two hybrid pooling approach	['IPR002314', 'IPR002316', 'IPR004154', 'IPR004500', 'IPR006195', 'IPR007214', 'IPR023717', 'IPR033730', 'IPR036621', 'IPR036754']	['IPR003006', 'IPR003597', 'IPR007110', 'IPR013783', 'IPR036179']	['GO:0000166', 'GO:0002161', 'GO:0004812', 'GO:0004827', 'GO:0005524', 'GO:0005737', 'GO:0006412', 'GO:0006418', 'GO:0006433', 'GO:0016874', 'GO:0106074']	['GO:0002250', 'GO:0002376', 'GO:0003823', 'GO:0004252', 'GO:0005515', 'GO:0005576', 'GO:0005615', 'GO:0005886', 'GO:0006508', 'GO:0006910', 'GO:0006911', 'GO:0006956', 'GO:0006958', 'GO:0009897', 'GO:0016020', 'GO:0030449', 'GO:0034987', 'GO:0038096', 'GO:0042571', 'GO:0042742', 'GO:0045087', 'GO:0050853', 'GO:0050871', 'GO:0070062', 'GO:0072562']		
495	632	9606	Q8Z9U9	P31153	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P31153Q8Z9U9two hybrid pooling approach	['IPR001238', 'IPR003395', 'IPR018078', 'IPR027417']	['IPR002133', 'IPR022628', 'IPR022629', 'IPR022630', 'IPR022631', 'IPR022636']	['GO:0000166', 'GO:0000731', 'GO:0003677', 'GO:0003697', 'GO:0005524', 'GO:0005737', 'GO:0006260', 'GO:0006281', 'GO:0006302', 'GO:0006974', 'GO:0009432']	['GO:0000166', 'GO:0004478', 'GO:0005515', 'GO:0005524', 'GO:0005829', 'GO:0006556', 'GO:0006730', 'GO:0016740', 'GO:0032259', 'GO:0034214', 'GO:0042802', 'GO:0046872', 'GO:0048269', 'GO:0051291', 'GO:1990830']		
496	632	9606	Q7CJK4	Q8N9T8	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q7CJK4Q8N9T8two hybrid pooling approach	['IPR000644', 'IPR006667', 'IPR006668', 'IPR006669', 'IPR036739']	['IPR018034', 'IPR024626']	['GO:0005886', 'GO:0006812', 'GO:0008324', 'GO:0015095', 'GO:0015693', 'GO:0016020', 'GO:0016021', 'GO:0046872', 'GO:0098655', 'GO:1903830']	['GO:0000447', 'GO:0003723', 'GO:0005730', 'GO:0030686']		
497	632	9606	Q7CKK4	P59901	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P59901Q7CKK4two hybrid pooling approach	['IPR007452', 'IPR011049']	['IPR003598', 'IPR003599', 'IPR007110', 'IPR013151', 'IPR013783', 'IPR016332', 'IPR036179']	['GO:0005887', 'GO:0009306', 'GO:0097347']	['GO:0002376', 'GO:0005102', 'GO:0005515', 'GO:0005886', 'GO:0005887', 'GO:0015026', 'GO:0016020', 'GO:0016021', 'GO:0032687', 'GO:0032720', 'GO:0032998', 'GO:0034156', 'GO:0034164', 'GO:0038095', 'GO:0045087']		
498	632	9606	Q8CZZ5	Q96RT1	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q8CZZ5Q96RT1two hybrid pooling approach	['IPR002104', 'IPR010998', 'IPR011010', 'IPR013762', 'IPR025166']	['IPR001478', 'IPR001611', 'IPR003591', 'IPR032675', 'IPR032927', 'IPR036034']	['GO:0003677', 'GO:0006310', 'GO:0015074']	['GO:0005102', 'GO:0005176', 'GO:0005178', 'GO:0005200', 'GO:0005515', 'GO:0005604', 'GO:0005634', 'GO:0005737', 'GO:0005886', 'GO:0006605', 'GO:0007049', 'GO:0007155', 'GO:0007165', 'GO:0007173', 'GO:0007229', 'GO:0009925', 'GO:0016020', 'GO:0016049', 'GO:0016323', 'GO:0016607', 'GO:0030054', 'GO:0030056', 'GO:0031965', 'GO:0032088', 'GO:0032495', 'GO:0032496', 'GO:0038128', 'GO:0045104', 'GO:0045175', 'GO:0045197', 'GO:0070433', 'GO:0071356', 'GO:0071638']		
499	632	9606	Q7CFX4	P14618	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P14618Q7CFX4two hybrid pooling approach	['IPR003385', 'IPR017853']	['IPR001697', 'IPR011037', 'IPR015793', 'IPR015795', 'IPR015813', 'IPR018209', 'IPR036918']	['GO:0004134', 'GO:0005975', 'GO:0005977', 'GO:0016740', 'GO:0016757', 'GO:0102500']	['GO:0000166', 'GO:0000287', 'GO:0001666', 'GO:0001889', 'GO:0003723', 'GO:0003824', 'GO:0004743', 'GO:0005515', 'GO:0005524', 'GO:0005576', 'GO:0005634', 'GO:0005737', 'GO:0005739', 'GO:0005829', 'GO:0005929', 'GO:0006006', 'GO:0006096', 'GO:0006754', 'GO:0007584', 'GO:0008152', 'GO:0009629', 'GO:0010033', 'GO:0012501', 'GO:0014870', 'GO:0016301', 'GO:0016310', 'GO:0016740', 'GO:0023026', 'GO:0030955', 'GO:0031012', 'GO:0031100', 'GO:0031982', 'GO:0032868', 'GO:0032869', 'GO:0034774', 'GO:0042802', 'GO:0042866', 'GO:0043209', 'GO:0043312', 'GO:0043403', 'GO:0043531', 'GO:0045296', 'GO:0046872', 'GO:0051289', 'GO:0061621', 'GO:0070062', 'GO:0070324', 'GO:1902912', 'GO:1903561', 'GO:1904813']		
500	632	9606	Q7CKA2	O75592	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500O75592Q7CKA2two hybrid pooling approach	['IPR003439', 'IPR003593', 'IPR017871', 'IPR027417']	['IPR000408', 'IPR001841', 'IPR003646', 'IPR004939', 'IPR008979', 'IPR009091', 'IPR012983', 'IPR013083', 'IPR013783', 'IPR014756', 'IPR017868']	['GO:0000166', 'GO:0005524', 'GO:0016887']	['GO:0005515', 'GO:0005634', 'GO:0006351', 'GO:0006355', 'GO:0016020', 'GO:0016567', 'GO:0016740', 'GO:0043231', 'GO:0046872']		
501	632	9606	Q7ARF6	P19838	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P19838Q7ARF6two hybrid pooling approach		['IPR000451', 'IPR000488', 'IPR002110', 'IPR002909', 'IPR008967', 'IPR011029', 'IPR011539', 'IPR013783', 'IPR014756', 'IPR020683', 'IPR030492', 'IPR030503', 'IPR032397', 'IPR033926', 'IPR036770', 'IPR037059']	['GO:0004519', 'GO:0004527', 'GO:0005524', 'GO:0090305']	['GO:0000122', 'GO:0000976', 'GO:0000977', 'GO:0000980', 'GO:0001205', 'GO:0001227', 'GO:0001818', 'GO:0002223', 'GO:0003677', 'GO:0003682', 'GO:0003700', 'GO:0005515', 'GO:0005576', 'GO:0005634', 'GO:0005654', 'GO:0005737', 'GO:0005739', 'GO:0005829', 'GO:0006351', 'GO:0006355', 'GO:0006357', 'GO:0006366', 'GO:0006915', 'GO:0006954', 'GO:0007165', 'GO:0007249', 'GO:0008134', 'GO:0010629', 'GO:0010744', 'GO:0010884', 'GO:0010956', 'GO:0010957', 'GO:0031293', 'GO:0032269', 'GO:0032375', 'GO:0032481', 'GO:0033256', 'GO:0034774', 'GO:0035580', 'GO:0035994', 'GO:0038061', 'GO:0038095', 'GO:0042802', 'GO:0042803', 'GO:0042805', 'GO:0043066', 'GO:0043312', 'GO:0043565', 'GO:0044212', 'GO:0045083', 'GO:0045087', 'GO:0045892', 'GO:0045893', 'GO:0045944', 'GO:0046982', 'GO:0050728', 'GO:0050852', 'GO:0051092', 'GO:0051403', 'GO:0071222', 'GO:0071260', 'GO:0071316', 'GO:0071347', 'GO:0071354', 'GO:0071356', 'GO:0071359', 'GO:0090263', 'GO:1900127', 'GO:1904385', 'GO:2000630']	Q7ARF6	
502	632	9606	Q7CHY4	P19838	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P19838Q7CHY4two hybrid pooling approach	['IPR001303', 'IPR002347', 'IPR020904', 'IPR036291', 'IPR036409']	['IPR000451', 'IPR000488', 'IPR002110', 'IPR002909', 'IPR008967', 'IPR011029', 'IPR011539', 'IPR013783', 'IPR014756', 'IPR020683', 'IPR030492', 'IPR030503', 'IPR032397', 'IPR033926', 'IPR036770', 'IPR037059']	['GO:0016491', 'GO:0055114']	['GO:0000122', 'GO:0000976', 'GO:0000977', 'GO:0000980', 'GO:0001205', 'GO:0001227', 'GO:0001818', 'GO:0002223', 'GO:0003677', 'GO:0003682', 'GO:0003700', 'GO:0005515', 'GO:0005576', 'GO:0005634', 'GO:0005654', 'GO:0005737', 'GO:0005739', 'GO:0005829', 'GO:0006351', 'GO:0006355', 'GO:0006357', 'GO:0006366', 'GO:0006915', 'GO:0006954', 'GO:0007165', 'GO:0007249', 'GO:0008134', 'GO:0010629', 'GO:0010744', 'GO:0010884', 'GO:0010956', 'GO:0010957', 'GO:0031293', 'GO:0032269', 'GO:0032375', 'GO:0032481', 'GO:0033256', 'GO:0034774', 'GO:0035580', 'GO:0035994', 'GO:0038061', 'GO:0038095', 'GO:0042802', 'GO:0042803', 'GO:0042805', 'GO:0043066', 'GO:0043312', 'GO:0043565', 'GO:0044212', 'GO:0045083', 'GO:0045087', 'GO:0045892', 'GO:0045893', 'GO:0045944', 'GO:0046982', 'GO:0050728', 'GO:0050852', 'GO:0051092', 'GO:0051403', 'GO:0071222', 'GO:0071260', 'GO:0071316', 'GO:0071347', 'GO:0071354', 'GO:0071356', 'GO:0071359', 'GO:0090263', 'GO:1900127', 'GO:1904385', 'GO:2000630']		
503	632	9606	Q7ARD3	P19838	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P19838Q7ARD3two hybrid pooling approach		['IPR000451', 'IPR000488', 'IPR002110', 'IPR002909', 'IPR008967', 'IPR011029', 'IPR011539', 'IPR013783', 'IPR014756', 'IPR020683', 'IPR030492', 'IPR030503', 'IPR032397', 'IPR033926', 'IPR036770', 'IPR037059']	['GO:0004527', 'GO:0005524', 'GO:0090305']	['GO:0000122', 'GO:0000976', 'GO:0000977', 'GO:0000980', 'GO:0001205', 'GO:0001227', 'GO:0001818', 'GO:0002223', 'GO:0003677', 'GO:0003682', 'GO:0003700', 'GO:0005515', 'GO:0005576', 'GO:0005634', 'GO:0005654', 'GO:0005737', 'GO:0005739', 'GO:0005829', 'GO:0006351', 'GO:0006355', 'GO:0006357', 'GO:0006366', 'GO:0006915', 'GO:0006954', 'GO:0007165', 'GO:0007249', 'GO:0008134', 'GO:0010629', 'GO:0010744', 'GO:0010884', 'GO:0010956', 'GO:0010957', 'GO:0031293', 'GO:0032269', 'GO:0032375', 'GO:0032481', 'GO:0033256', 'GO:0034774', 'GO:0035580', 'GO:0035994', 'GO:0038061', 'GO:0038095', 'GO:0042802', 'GO:0042803', 'GO:0042805', 'GO:0043066', 'GO:0043312', 'GO:0043565', 'GO:0044212', 'GO:0045083', 'GO:0045087', 'GO:0045892', 'GO:0045893', 'GO:0045944', 'GO:0046982', 'GO:0050728', 'GO:0050852', 'GO:0051092', 'GO:0051403', 'GO:0071222', 'GO:0071260', 'GO:0071316', 'GO:0071347', 'GO:0071354', 'GO:0071356', 'GO:0071359', 'GO:0090263', 'GO:1900127', 'GO:1904385', 'GO:2000630']	Q7ARD3	
504	632	9606	Q8ZCV9	P19838	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P19838Q8ZCV9two hybrid pooling approach	['IPR001036', 'IPR023931', 'IPR027463']	['IPR000451', 'IPR000488', 'IPR002110', 'IPR002909', 'IPR008967', 'IPR011029', 'IPR011539', 'IPR013783', 'IPR014756', 'IPR020683', 'IPR030492', 'IPR030503', 'IPR032397', 'IPR033926', 'IPR036770', 'IPR037059']	['GO:0005886', 'GO:0016020', 'GO:0016021', 'GO:0022857', 'GO:0055085']	['GO:0000122', 'GO:0000976', 'GO:0000977', 'GO:0000980', 'GO:0001205', 'GO:0001227', 'GO:0001818', 'GO:0002223', 'GO:0003677', 'GO:0003682', 'GO:0003700', 'GO:0005515', 'GO:0005576', 'GO:0005634', 'GO:0005654', 'GO:0005737', 'GO:0005739', 'GO:0005829', 'GO:0006351', 'GO:0006355', 'GO:0006357', 'GO:0006366', 'GO:0006915', 'GO:0006954', 'GO:0007165', 'GO:0007249', 'GO:0008134', 'GO:0010629', 'GO:0010744', 'GO:0010884', 'GO:0010956', 'GO:0010957', 'GO:0031293', 'GO:0032269', 'GO:0032375', 'GO:0032481', 'GO:0033256', 'GO:0034774', 'GO:0035580', 'GO:0035994', 'GO:0038061', 'GO:0038095', 'GO:0042802', 'GO:0042803', 'GO:0042805', 'GO:0043066', 'GO:0043312', 'GO:0043565', 'GO:0044212', 'GO:0045083', 'GO:0045087', 'GO:0045892', 'GO:0045893', 'GO:0045944', 'GO:0046982', 'GO:0050728', 'GO:0050852', 'GO:0051092', 'GO:0051403', 'GO:0071222', 'GO:0071260', 'GO:0071316', 'GO:0071347', 'GO:0071354', 'GO:0071356', 'GO:0071359', 'GO:0090263', 'GO:1900127', 'GO:1904385', 'GO:2000630']		
