	taxid_a	taxid_b	protein_a	protein_b	int_type	d_method	pubmedid	source_db	conf_score	id	ipr_a	ipr_b	go_a	go_b	a_remapped_from	b_remapped_from
324	1392	9606	Q81PQ4	Q9H4B6	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q81PQ4Q9H4B6two hybrid pooling approach	['IPR014239']	['IPR001202', 'IPR011524', 'IPR030030', 'IPR036020']	['GO:0003674', 'GO:0009847']	['GO:0001942', 'GO:0005515', 'GO:0005634', 'GO:0005737', 'GO:0005829', 'GO:0006915', 'GO:0007165', 'GO:0030216', 'GO:0032947', 'GO:0035329', 'GO:0042127', 'GO:0042802', 'GO:0043065', 'GO:0045600', 'GO:0046620', 'GO:0050680', 'GO:0050821', 'GO:0051091', 'GO:0060044', 'GO:0060412', 'GO:0060487', 'GO:0060575', 'GO:2000036']		
325	1392	9606	Q81Z75	P84103	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P84103Q81Z75two hybrid pooling approach		['IPR000504', 'IPR035979']	['GO:0003674', 'GO:0008150']	['GO:0000398', 'GO:0003676', 'GO:0003723', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005737', 'GO:0006369', 'GO:0006397', 'GO:0006405', 'GO:0006406', 'GO:0008380', 'GO:0016607', 'GO:0031124', 'GO:0043274', 'GO:0048024', 'GO:0051028', 'GO:1990825', 'GO:1990830']	Q81Z75	
326	1392	9606	Q81KT8	Q9HCC8	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q81KT8Q9HCC8two hybrid pooling approach	['IPR010379']	['IPR004129', 'IPR017946', 'IPR030395']	['GO:0000918', 'GO:0000921', 'GO:0003674', 'GO:0005886', 'GO:0005940', 'GO:0007049', 'GO:0016020', 'GO:0016021', 'GO:0051301']	['GO:0005737', 'GO:0005856', 'GO:0005884', 'GO:0005886', 'GO:0006629', 'GO:0008081', 'GO:0008889', 'GO:0016020', 'GO:0016021', 'GO:0016787', 'GO:0030027', 'GO:0045669', 'GO:0046872', 'GO:0047394', 'GO:0090527']		
327	1392	9606	Q81WR2	O43765	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500O43765Q81WR2two hybrid pooling approach	['IPR018901']	['IPR001440', 'IPR011990', 'IPR013026', 'IPR019734', 'IPR032374']	['GO:0003674', 'GO:0019028', 'GO:0030436']	['GO:0005515', 'GO:0005634', 'GO:0005737', 'GO:0005829', 'GO:0016020', 'GO:0016032', 'GO:0030433', 'GO:0043621', 'GO:1903070', 'GO:1903071', 'GO:1904288', 'GO:2000059']		
328	1392	9606	Q81LE2	P84103	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P84103Q81LE2two hybrid pooling approach	['IPR002586', 'IPR010223', 'IPR025501', 'IPR027417']	['IPR000504', 'IPR035979']	['GO:0000166', 'GO:0005524', 'GO:0007105', 'GO:0016887']	['GO:0000398', 'GO:0003676', 'GO:0003723', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005737', 'GO:0006369', 'GO:0006397', 'GO:0006405', 'GO:0006406', 'GO:0008380', 'GO:0016607', 'GO:0031124', 'GO:0043274', 'GO:0048024', 'GO:0051028', 'GO:1990825', 'GO:1990830']		
329	1392	9606	Q81UU1	P55735	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P55735Q81UU1two hybrid pooling approach	['IPR007390']	['IPR001680', 'IPR015943', 'IPR017986', 'IPR036322', 'IPR037363', 'IPR037596']	['GO:0003674', 'GO:0030436']	['GO:0000139', 'GO:0002474', 'GO:0005198', 'GO:0005515', 'GO:0005634', 'GO:0005635', 'GO:0005643', 'GO:0005654', 'GO:0005764', 'GO:0005765', 'GO:0005783', 'GO:0005789', 'GO:0005829', 'GO:0006886', 'GO:0006888', 'GO:0007062', 'GO:0012507', 'GO:0015031', 'GO:0016020', 'GO:0016192', 'GO:0019886', 'GO:0030127', 'GO:0031080', 'GO:0031410', 'GO:0032008', 'GO:0042802', 'GO:0043231', 'GO:0043234', 'GO:0048208', 'GO:0051028', 'GO:0061700', 'GO:0070062', 'GO:0090110', 'GO:0090114', 'GO:1904263', 'GO:0000776']		
330	1392	9606	Q81ZC1	Q96RL6	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q81ZC1Q96RL6two hybrid pooling approach	['IPR001303', 'IPR036409']	['IPR003006', 'IPR003598', 'IPR003599', 'IPR007110', 'IPR013098', 'IPR013106', 'IPR013783', 'IPR036179']		['GO:0007155', 'GO:0016020', 'GO:0016021', 'GO:0030246']	Q81ZC1	
331	1392	9606	Q81LJ3	Q92835	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q81LJ3Q92835two hybrid pooling approach	['IPR001440', 'IPR011990', 'IPR013026', 'IPR013105', 'IPR019734']	['IPR000300', 'IPR000980', 'IPR005135', 'IPR036691', 'IPR036860']	['GO:0003674', 'GO:0008150']	['GO:0002376', 'GO:0004445', 'GO:0005515', 'GO:0005737', 'GO:0005829', 'GO:0005856', 'GO:0005886', 'GO:0006661', 'GO:0006796', 'GO:0006915', 'GO:0007165', 'GO:0008285', 'GO:0008340', 'GO:0009968', 'GO:0016020', 'GO:0016064', 'GO:0016314', 'GO:0016787', 'GO:0017124', 'GO:0030853', 'GO:0030889', 'GO:0034485', 'GO:0034594', 'GO:0035556', 'GO:0043065', 'GO:0043647', 'GO:0045121', 'GO:0045409', 'GO:0045579', 'GO:0045621', 'GO:0045648', 'GO:0045656', 'GO:0045659', 'GO:0045671', 'GO:0045779', 'GO:0046856', 'GO:0050777', 'GO:0050852', 'GO:0050869', 'GO:0050900', 'GO:0051425', 'GO:0052659']		
332	1392	9606	Q81SP4	Q96RL6	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q81SP4Q96RL6two hybrid pooling approach	['IPR005494', 'IPR016185']	['IPR003006', 'IPR003598', 'IPR003599', 'IPR007110', 'IPR013098', 'IPR013106', 'IPR013783', 'IPR036179']	['GO:0003674', 'GO:0005575', 'GO:0008150']	['GO:0007155', 'GO:0016020', 'GO:0016021', 'GO:0030246']		
333	1392	9606	Q81P27	Q9NXL6	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q81P27Q9NXL6two hybrid pooling approach	['IPR000965', 'IPR012134', 'IPR015590', 'IPR016161', 'IPR016162', 'IPR020593']	['IPR025958']	['GO:0004350', 'GO:0005737', 'GO:0006561', 'GO:0008152', 'GO:0008652', 'GO:0016491', 'GO:0050661', 'GO:0055114', 'GO:0055129']	['GO:0003723', 'GO:0016020', 'GO:0016021', 'GO:0033227', 'GO:0051033']		
334	1392	9606	Q81TN9	O43699	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500O43699Q81TN9two hybrid pooling approach	['IPR005913', 'IPR029903', 'IPR036291']	['IPR003006', 'IPR003598', 'IPR003599', 'IPR007110', 'IPR013098', 'IPR013106', 'IPR013151', 'IPR013783', 'IPR036179']	['GO:0000166', 'GO:0008831', 'GO:0016491', 'GO:0019305', 'GO:0055114']	['GO:0005515', 'GO:0005576', 'GO:0005886', 'GO:0005887', 'GO:0007155', 'GO:0007267', 'GO:0016020', 'GO:0016021', 'GO:0030246']		
335	1392	9606	Q81W18	Q14940	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q14940Q81W18two hybrid pooling approach	['IPR001270', 'IPR003593', 'IPR008921', 'IPR012763', 'IPR022754', 'IPR027417']	['IPR004709', 'IPR006153', 'IPR018410', 'IPR018422']	['GO:0000166', 'GO:0003677', 'GO:0003887', 'GO:0005524', 'GO:0006260', 'GO:0009360', 'GO:0016740', 'GO:0016779', 'GO:0071897']	['GO:0005886', 'GO:0006810', 'GO:0006811', 'GO:0006812', 'GO:0006814', 'GO:0006885', 'GO:0015297', 'GO:0015299', 'GO:0015385', 'GO:0015386', 'GO:0016020', 'GO:0016021', 'GO:0051453', 'GO:0055085', 'GO:0071805', 'GO:0098719', 'GO:1902600']		
336	1392	9606	Q81ST3	Q9UNE7	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q81ST3Q9UNE7two hybrid pooling approach	['IPR003700', 'IPR015813']	['IPR003613', 'IPR011990', 'IPR013026', 'IPR013083', 'IPR019734']	['GO:0003824', 'GO:0003864', 'GO:0005737', 'GO:0015940', 'GO:0016740', 'GO:0046872']	['GO:0000151', 'GO:0000209', 'GO:0001664', 'GO:0004842', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005737', 'GO:0005783', 'GO:0005829', 'GO:0006281', 'GO:0006511', 'GO:0006515', 'GO:0006974', 'GO:0016567', 'GO:0016740', 'GO:0019899', 'GO:0019900', 'GO:0030018', 'GO:0030433', 'GO:0030512', 'GO:0030544', 'GO:0030579', 'GO:0030674', 'GO:0030911', 'GO:0030968', 'GO:0031371', 'GO:0031398', 'GO:0031625', 'GO:0031647', 'GO:0031943', 'GO:0032091', 'GO:0032436', 'GO:0034450', 'GO:0038128', 'GO:0042405', 'GO:0042787', 'GO:0042803', 'GO:0043161', 'GO:0046332', 'GO:0051443', 'GO:0051604', 'GO:0051787', 'GO:0051865', 'GO:0051879', 'GO:0061630', 'GO:0070062', 'GO:0070534', 'GO:0071218', 'GO:0090035', 'GO:1904264']		
337	1392	9606	Q81ME2	Q14765	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q14765Q81ME2two hybrid pooling approach	['IPR000053', 'IPR000312', 'IPR013102', 'IPR017459', 'IPR017872', 'IPR018090', 'IPR035902', 'IPR036320', 'IPR036566']	['IPR000980', 'IPR001217', 'IPR008967', 'IPR012345', 'IPR013799', 'IPR013800', 'IPR013801', 'IPR015988', 'IPR029839', 'IPR035856', 'IPR036535', 'IPR036860']	['GO:0004645', 'GO:0006139', 'GO:0006206', 'GO:0006213', 'GO:0008152', 'GO:0016154', 'GO:0016740', 'GO:0016757', 'GO:0016763']	['GO:0003677', 'GO:0003700', 'GO:0004871', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005737', 'GO:0005829', 'GO:0006351', 'GO:0006355', 'GO:0007165', 'GO:0007259', 'GO:0019221', 'GO:0035722', 'GO:0042802', 'GO:0045944']		
338	1392	9606	Q81V37	Q7Z5K2	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q7Z5K2Q81V37two hybrid pooling approach	['IPR007721', 'IPR023064', 'IPR023750']	['IPR011989', 'IPR012502', 'IPR016024', 'IPR022771']	['GO:0005737', 'GO:0005975', 'GO:0005996', 'GO:0015611', 'GO:0015752', 'GO:0016853', 'GO:0016872', 'GO:0019303', 'GO:0048029']	['GO:0000278', 'GO:0000775', 'GO:0000785', 'GO:0000795', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005694', 'GO:0005737', 'GO:0005829', 'GO:0007049', 'GO:0007062', 'GO:0007064', 'GO:0008156', 'GO:0008278', 'GO:0009636', 'GO:0016032', 'GO:0035562', 'GO:0045132', 'GO:0045875', 'GO:0048146', 'GO:0051301', 'GO:0051983', 'GO:0060623', 'GO:0071168', 'GO:0071922']		
339	1392	9606	Q81L45	Q06643	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q06643Q81L45two hybrid pooling approach	['IPR006635', 'IPR017502', 'IPR037250']	['IPR002961', 'IPR006052', 'IPR006053', 'IPR008983', 'IPR021184']	['GO:0003674', 'GO:0005575', 'GO:0008150', 'GO:0046872']	['GO:0005102', 'GO:0005125', 'GO:0005164', 'GO:0005575', 'GO:0005615', 'GO:0005886', 'GO:0006955', 'GO:0007165', 'GO:0007267', 'GO:0010467', 'GO:0010469', 'GO:0016020', 'GO:0016021', 'GO:0033209', 'GO:0043588', 'GO:0045084', 'GO:0048535']		
340	1392	9606	Q81LD0	Q15025	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q15025Q81LD0two hybrid pooling approach	['IPR004639', 'IPR005814', 'IPR015421', 'IPR015422', 'IPR015424']	['IPR033372']	['GO:0003824', 'GO:0005737', 'GO:0006779', 'GO:0006782', 'GO:0008483', 'GO:0016853', 'GO:0030170', 'GO:0033014', 'GO:0042286']	['GO:0002755', 'GO:0005515', 'GO:0005622', 'GO:0005634', 'GO:0005654', 'GO:0005737', 'GO:0005829', 'GO:0006412', 'GO:0006952', 'GO:0006954', 'GO:0007159', 'GO:0009101', 'GO:0016579', 'GO:0031593', 'GO:0042802', 'GO:0043124', 'GO:0045071', 'GO:0045944', 'GO:0050727', 'GO:0050729', 'GO:0051019', 'GO:0070373', 'GO:0071222', 'GO:0085032', 'GO:1903003']		
341	1392	9606	Q81MI5	Q5J8M3	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q5J8M3Q81MI5two hybrid pooling approach	['IPR000160', 'IPR029787']	['IPR009445']		['GO:0006915', 'GO:0016020', 'GO:0016021', 'GO:0034975', 'GO:0072546']	Q81MI5	
342	1392	9606	Q81KQ7	Q6PKC3	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q6PKC3Q81KQ7two hybrid pooling approach	['IPR000787', 'IPR035097']	['IPR013766', 'IPR036249']	['GO:0004177', 'GO:0006508']	['GO:0003756', 'GO:0005515', 'GO:0005783', 'GO:0005789', 'GO:0006457', 'GO:0016020', 'GO:0016021', 'GO:0034976', 'GO:0045454']		
343	1392	9606	Q81NI7	P48995	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P48995Q81NI7two hybrid pooling approach	['IPR000485', 'IPR011008', 'IPR011991', 'IPR019887', 'IPR019888', 'IPR036388', 'IPR036390']	['IPR002110', 'IPR002153', 'IPR004729', 'IPR005457', 'IPR005821', 'IPR013555', 'IPR020683', 'IPR036770']	['GO:0003677', 'GO:0003700', 'GO:0005622', 'GO:0006351', 'GO:0006355', 'GO:0043565']	['GO:0005216', 'GO:0005261', 'GO:0005262', 'GO:0005515', 'GO:0005886', 'GO:0005887', 'GO:0006811', 'GO:0006816', 'GO:0006828', 'GO:0015279', 'GO:0016020', 'GO:0016021', 'GO:0042438', 'GO:0043235', 'GO:0044325', 'GO:0051281', 'GO:0051480', 'GO:0051592', 'GO:0055085', 'GO:0070588', 'GO:0070679', 'GO:1903779']		
344	1392	9606	Q81RN3	Q9C029	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q81RN3Q9C029two hybrid pooling approach	['IPR003660', 'IPR004089', 'IPR029151', 'IPR033479']	['IPR000315', 'IPR001841', 'IPR001870', 'IPR003877', 'IPR003879', 'IPR006574', 'IPR013083', 'IPR013320', 'IPR017907', 'IPR020457']	['GO:0004871', 'GO:0004872', 'GO:0006935', 'GO:0007165', 'GO:0016020', 'GO:0016021']	['GO:0005515', 'GO:0005622', 'GO:0005634', 'GO:0005737', 'GO:0008270', 'GO:0016567', 'GO:0016740', 'GO:0046872']		
345	1392	9606	Q81K27	Q99598	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q81K27Q99598two hybrid pooling approach	['IPR001296']	['IPR002848', 'IPR016068', 'IPR036081']	['GO:0016740']	['GO:0003677', 'GO:0003723', 'GO:0005515', 'GO:0005634', 'GO:0005737', 'GO:0005794', 'GO:0005829', 'GO:0007275', 'GO:0007283', 'GO:0008565', 'GO:0015031', 'GO:0030154', 'GO:0030422', 'GO:0043565', 'GO:0046872', 'GO:0048471']		
346	1392	9606	A0A1V4BCE5	P48995	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500A0A1V4BCE5P48995two hybrid pooling approach		['IPR002110', 'IPR002153', 'IPR004729', 'IPR005457', 'IPR005821', 'IPR013555', 'IPR020683', 'IPR036770']		['GO:0005216', 'GO:0005261', 'GO:0005262', 'GO:0005515', 'GO:0005886', 'GO:0005887', 'GO:0006811', 'GO:0006816', 'GO:0006828', 'GO:0015279', 'GO:0016020', 'GO:0016021', 'GO:0042438', 'GO:0043235', 'GO:0044325', 'GO:0051281', 'GO:0051480', 'GO:0051592', 'GO:0055085', 'GO:0070588', 'GO:0070679', 'GO:1903779']	A0A1V4BCE5	
347	1392	9606	Q81Q80	P22415	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P22415Q81Q80two hybrid pooling approach	['IPR000873', 'IPR020845', 'IPR025110', 'IPR032387']	['IPR011598', 'IPR036638']	['GO:0003824', 'GO:0008152']	['GO:0000430', 'GO:0000432', 'GO:0000790', 'GO:0001666', 'GO:0003677', 'GO:0003690', 'GO:0003700', 'GO:0003705', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005667', 'GO:0006006', 'GO:0006351', 'GO:0006355', 'GO:0006357', 'GO:0006366', 'GO:0009411', 'GO:0019086', 'GO:0019899', 'GO:0019901', 'GO:0032869', 'GO:0042593', 'GO:0042802', 'GO:0042803', 'GO:0042826', 'GO:0043425', 'GO:0043565', 'GO:0045893', 'GO:0045944', 'GO:0045990', 'GO:0046982', 'GO:0046983', 'GO:0051918', 'GO:0055088', 'GO:0016589', 'GO:0048188']		
348	1392	9606	Q81QG7	Q70EK8	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q70EK8Q81QG7two hybrid pooling approach	['IPR008863']	['IPR001394', 'IPR028889']	['GO:0003674', 'GO:0005575', 'GO:0008150']	['GO:0001508', 'GO:0005515', 'GO:0005575', 'GO:0005911', 'GO:0005923', 'GO:0006915', 'GO:0007605', 'GO:0008150', 'GO:0010996', 'GO:0016579', 'GO:0030054', 'GO:0051402', 'GO:0036459']		
349	1392	9606	Q81XH0	P22415	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P22415Q81XH0two hybrid pooling approach	['IPR025053']	['IPR011598', 'IPR036638']	['GO:0003674', 'GO:0005575', 'GO:0008150']	['GO:0000430', 'GO:0000432', 'GO:0000790', 'GO:0001666', 'GO:0003677', 'GO:0003690', 'GO:0003700', 'GO:0003705', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005667', 'GO:0006006', 'GO:0006351', 'GO:0006355', 'GO:0006357', 'GO:0006366', 'GO:0009411', 'GO:0019086', 'GO:0019899', 'GO:0019901', 'GO:0032869', 'GO:0042593', 'GO:0042802', 'GO:0042803', 'GO:0042826', 'GO:0043425', 'GO:0043565', 'GO:0045893', 'GO:0045944', 'GO:0045990', 'GO:0046982', 'GO:0046983', 'GO:0051918', 'GO:0055088', 'GO:0016589', 'GO:0048188']		
350	1392	9606	A0A1V4BGP0	Q01081	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500A0A1V4BGP0Q01081two hybrid pooling approach		['IPR000504', 'IPR000571', 'IPR003954', 'IPR009145', 'IPR035979', 'IPR036855']		['GO:0000398', 'GO:0003676', 'GO:0003723', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005681', 'GO:0006369', 'GO:0006397', 'GO:0006405', 'GO:0006406', 'GO:0008380', 'GO:0015030', 'GO:0016607', 'GO:0030628', 'GO:0031124', 'GO:0046872', 'GO:0071013', 'GO:0089701', 'GO:1903146', 'GO:1903955']	A0A1V4BGP0	
351	1392	9606	Q81VJ7	Q9P0L0	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q81VJ7Q9P0L0two hybrid pooling approach	['IPR010651']	['IPR000535', 'IPR008962', 'IPR013783', 'IPR016763', 'IPR030229']	['GO:0005215', 'GO:0005886', 'GO:0008643', 'GO:0015144', 'GO:0016020', 'GO:0016021', 'GO:0034219']	['GO:0000139', 'GO:0004871', 'GO:0005515', 'GO:0005634', 'GO:0005783', 'GO:0005789', 'GO:0005886', 'GO:0005923', 'GO:0006888', 'GO:0007165', 'GO:0008017', 'GO:0008219', 'GO:0015630', 'GO:0016020', 'GO:0016021', 'GO:0019904', 'GO:0030054', 'GO:0030148', 'GO:0031175', 'GO:0031965', 'GO:0031982', 'GO:0033149', 'GO:0035577', 'GO:0043123', 'GO:0043312', 'GO:0044791', 'GO:0044828', 'GO:0044829', 'GO:0045296', 'GO:0046982', 'GO:0061025', 'GO:0070972', 'GO:0090114', 'GO:0007029', 'GO:0034975', 'GO:0070971', 'GO:0048471']		
352	1392	9606	Q81K96	P46939	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P46939Q81K96two hybrid pooling approach	['IPR001753', 'IPR010198', 'IPR014748', 'IPR018376', 'IPR029045']	['IPR000433', 'IPR001202', 'IPR001589', 'IPR001715', 'IPR002017', 'IPR011992', 'IPR015153', 'IPR015154', 'IPR018159', 'IPR035436', 'IPR036020', 'IPR036872']	['GO:0003824', 'GO:0008152', 'GO:0008935', 'GO:0009234', 'GO:0016829']	['GO:0001954', 'GO:0003779', 'GO:0005178', 'GO:0005515', 'GO:0005654', 'GO:0005737', 'GO:0005856', 'GO:0005886', 'GO:0006936', 'GO:0007517', 'GO:0007528', 'GO:0008270', 'GO:0014894', 'GO:0016010', 'GO:0016020', 'GO:0017166', 'GO:0019901', 'GO:0030054', 'GO:0030175', 'GO:0030426', 'GO:0030864', 'GO:0031527', 'GO:0031594', 'GO:0042383', 'GO:0043234', 'GO:0045202', 'GO:0045211', 'GO:0046872', 'GO:0051015', 'GO:0070062', 'GO:2000649', 'GO:0070938']		
353	1392	9606	Q81XV4	P15692	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P15692Q81XV4two hybrid pooling approach	['IPR001525', 'IPR029063']	['IPR000072', 'IPR023581', 'IPR027928', 'IPR029034', 'IPR036841']	['GO:0008168', 'GO:0016740', 'GO:0032259']	['GO:0000122', 'GO:0001525', 'GO:0001541', 'GO:0001569', 'GO:0001570', 'GO:0001666', 'GO:0001701', 'GO:0001822', 'GO:0001934', 'GO:0001938', 'GO:0001968', 'GO:0002042', 'GO:0002052', 'GO:0002053', 'GO:0002092', 'GO:0002575', 'GO:0002576', 'GO:0002687', 'GO:0003007', 'GO:0003151', 'GO:0003169', 'GO:0005125', 'GO:0005161', 'GO:0005172', 'GO:0005515', 'GO:0005576', 'GO:0005578', 'GO:0005615', 'GO:0005737', 'GO:0006357', 'GO:0007275', 'GO:0007399', 'GO:0007498', 'GO:0007595', 'GO:0008083', 'GO:0008201', 'GO:0008284', 'GO:0008360', 'GO:0009986', 'GO:0010469', 'GO:0010595', 'GO:0010628', 'GO:0010629', 'GO:0016020', 'GO:0030141', 'GO:0030154', 'GO:0030224', 'GO:0030225', 'GO:0030324', 'GO:0030335', 'GO:0030823', 'GO:0030855', 'GO:0030949', 'GO:0031077', 'GO:0031093', 'GO:0031334', 'GO:0031954', 'GO:0032147', 'GO:0032793', 'GO:0033138', 'GO:0035148', 'GO:0035767', 'GO:0035924', 'GO:0036303', 'GO:0038033', 'GO:0038084', 'GO:0038091', 'GO:0038190', 'GO:0038191', 'GO:0040007', 'GO:0042056', 'GO:0042327', 'GO:0042462', 'GO:0042802', 'GO:0042803', 'GO:0043066', 'GO:0043117', 'GO:0043129', 'GO:0043154', 'GO:0043183', 'GO:0043184', 'GO:0043406', 'GO:0043536', 'GO:0045766', 'GO:0045785', 'GO:0045944', 'GO:0046982', 'GO:0048010', 'GO:0048018', 'GO:0048469', 'GO:0048593', 'GO:0048739', 'GO:0048754', 'GO:0048842', 'GO:0048844', 'GO:0050679', 'GO:0050731', 'GO:0050840', 'GO:0050918', 'GO:0050927', 'GO:0050930', 'GO:0051272', 'GO:0051781', 'GO:0051894', 'GO:0060319', 'GO:0060749', 'GO:0060754', 'GO:0060948', 'GO:0060982', 'GO:0061418', 'GO:0061419', 'GO:0070374', 'GO:0071456', 'GO:0071542', 'GO:0071679', 'GO:0090037', 'GO:0090050', 'GO:0090190', 'GO:0090259', 'GO:0097475', 'GO:1900086', 'GO:1900745', 'GO:1901727', 'GO:1902336', 'GO:1902966', 'GO:1903572', 'GO:0042531']		
354	1392	9606	Q81UH9	Q9UBK9	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q81UH9Q9UBK9two hybrid pooling approach		['IPR003994', 'IPR004127']	['GO:0003674', 'GO:0008150', 'GO:0016020', 'GO:0016021']	['GO:0000122', 'GO:0000226', 'GO:0000922', 'GO:0001106', 'GO:0003682', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0005737', 'GO:0005813', 'GO:0005815', 'GO:0005856', 'GO:0006351', 'GO:0006355', 'GO:0006915', 'GO:0007098', 'GO:0008017', 'GO:0047497', 'GO:0048487', 'GO:0070317', 'GO:0051015', 'GO:0000930']	Q81UH9	
355	1392	9606	Q81UI1	Q15853	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q15853Q81UI1two hybrid pooling approach	['IPR036514']	['IPR011598', 'IPR036638']	['GO:0003674', 'GO:0005575', 'GO:0008150']	['GO:0000430', 'GO:0000432', 'GO:0003677', 'GO:0003700', 'GO:0003705', 'GO:0005515', 'GO:0005634', 'GO:0005654', 'GO:0006351', 'GO:0006355', 'GO:0006357', 'GO:0006366', 'GO:0007595', 'GO:0019086', 'GO:0042803', 'GO:0043231', 'GO:0043425', 'GO:0043565', 'GO:0045893', 'GO:0045944', 'GO:0046982', 'GO:0046983', 'GO:0055088']		
356	1392	9606	Q81TL7	Q6PJI9	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q6PJI9Q81TL7two hybrid pooling approach	['IPR002028', 'IPR011060', 'IPR013785', 'IPR018204']	['IPR001680', 'IPR006575', 'IPR015943', 'IPR016135', 'IPR017986', 'IPR019775', 'IPR036322', 'IPR037591']	['GO:0000162', 'GO:0003824', 'GO:0004834', 'GO:0006568', 'GO:0008152', 'GO:0008652', 'GO:0009073', 'GO:0016829']	['GO:0005515', 'GO:0005764', 'GO:0005765', 'GO:0016020', 'GO:0032008', 'GO:0034198', 'GO:0061700']		
357	1392	9606	Q81L21	P04275	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500P04275Q81L21two hybrid pooling approach	['IPR003997']	['IPR001007', 'IPR001846', 'IPR002035', 'IPR002919', 'IPR006207', 'IPR014853', 'IPR032361', 'IPR036084', 'IPR036465', 'IPR037578']	['GO:0003674', 'GO:0005575', 'GO:0008150', 'GO:0009306', 'GO:0016020', 'GO:0016021']	['GO:0002020', 'GO:0002576', 'GO:0005178', 'GO:0005515', 'GO:0005518', 'GO:0005576', 'GO:0005578', 'GO:0005783', 'GO:0007155', 'GO:0007596', 'GO:0007597', 'GO:0007599', 'GO:0009611', 'GO:0019865', 'GO:0030168', 'GO:0030198', 'GO:0031012', 'GO:0031091', 'GO:0031093', 'GO:0031589', 'GO:0033093', 'GO:0042802', 'GO:0042803', 'GO:0047485', 'GO:0051087', 'GO:0051260', 'GO:0070062']		
358	1392	9606	Q81ST3	Q6AWC2	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500Q6AWC2Q81ST3two hybrid pooling approach	['IPR003700', 'IPR015813']	['IPR001202', 'IPR035892', 'IPR036020']	['GO:0003824', 'GO:0003864', 'GO:0005737', 'GO:0015940', 'GO:0016740', 'GO:0046872']	['GO:0000122', 'GO:0005829', 'GO:0019900', 'GO:0032947', 'GO:0035331', 'GO:0046621']		
359	1392	9606	Q81SN0	O94842	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500O94842Q81SN0two hybrid pooling approach	['IPR001434', 'IPR008966', 'IPR013783']	['IPR009071', 'IPR036910']	['GO:0003674', 'GO:0008150']	['GO:0000785', 'GO:0003677', 'GO:0005515', 'GO:0005634', 'GO:0072357', 'GO:0000784']		
360	1392	9606	Q81YE8	O94842	physical association	two hybrid pooling approach	20711500	IntAct	0.37	20711500O94842Q81YE8two hybrid pooling approach	['IPR001434', 'IPR008966', 'IPR013783']	['IPR009071', 'IPR036910']	['GO:0003674', 'GO:0008150']	['GO:0000785', 'GO:0003677', 'GO:0005515', 'GO:0005634', 'GO:0072357', 'GO:0000784']		
